"order_timestamp","user_id","order_number","total_item_amount","total_shipping_fee","total_point_spent"
"2019-06-11 22:26:10.771",8925,"08707595206511449",31500,5000,2000
"2019-06-11 22:32:47.993",7358,"69976995206512486",75200,5000,2000
"2019-06-11 22:39:28.651",8197,"35686306206517183",13900,2500,4000
"2019-06-11 22:41:13.661",2236,"26637406206510116",31500,2500,4000
"2019-06-11 22:46:34.396",4165,"79349706206516074",13500,2500,1000
"2019-06-11 22:49:19.293",9972,"69295906206510316",33800,2000,1000
"2019-06-11 22:53:05.543",9241,"64558116206510796",29800,2500,3000
"2019-06-11 22:55:38.111",1836,"41183316206514832",55600,0,3000
"2019-06-11 23:08:14.95",9241,"96949026206518226",23800,2500,0
"2019-06-11 23:15:37.921",11268,"32973526206514447",21800,5000,2000
"2019-06-11 23:17:51.837",12255,"14817626206518063",9800,2500,4000
"2019-06-11 23:24:14.955",5011,"65945036206518414",14500,2500,2000
"2019-06-11 23:42:48.719",11167,"02786146206513590",11500,2500,4000
"2019-06-11 23:44:50.534",7544,"53509246206510059",40900,7500,0
"2019-06-11 23:45:18.585",8091,"78581346206511991",28500,2500,4000
"2019-06-11 23:47:41.826",8857,"92816446206515877",54300,2500,3000
"2019-06-11 23:53:10.265",10718,"56209746206515450",13000,2500,3000
"2019-06-12 00:00:12.353",7171,"45321256206512902",36700,2500,0
"2019-06-12 00:02:26.485",7171,"68464356206516242",9800,2500,1000
"2019-06-12 00:05:09.688",12140,"19690556206512308",89300,7500,1000
"2019-06-12 00:05:24.495",5135,"69442556206514483",29000,2500,1000
"2019-06-12 00:11:04.934",7544,"63946856206514401",6500,2500,4000
"2019-06-12 00:15:11.27",7544,"27211166206514990",18000,2500,0
"2019-06-12 00:17:26.017",9479,"91064266206514894",12400,2500,2000
"2019-06-12 00:24:06.896",5801,"99864666206518985",31800,2500,2000
"2019-06-12 00:30:07.854",5769,"65870076206516565",108350,10000,2000
"2019-06-12 00:36:38",1201,"10089376206516023",32000,2500,2000
"2019-06-12 00:45:26.261",4463,"36262976206514476",27800,2500,2000
"2019-06-12 00:57:49.435",5505,"83496686206512994",6500,2500,2000
"2019-06-12 00:58:05.847",8233,"84858686206517048",54500,0,1000
"2019-06-12 01:13:16.061",6953,"36069596206519986",21000,2500,1000
"2019-06-12 01:26:42.949",3307,"15920407206513595",14500,2500,4000
"2019-06-12 01:35:16.141",8497,"44161907206517428",15000,2500,3000
"2019-06-12 01:36:47.534",1746,"73570017206514676",22500,2500,1000
"2019-06-12 01:54:08.304",7864,"80384027206512161",22900,2000,4000
"2019-06-12 01:55:22.347",5579,"05322127206513102",11900,2000,4000
"2019-06-12 01:59:33.591",134,"39537327206516411",26900,2500,2000
"2019-06-12 02:00:00.696",7017,"99600427206515732",11900,2000,2000
"2019-06-12 02:00:47.526",7894,"92574427206517652",49700,7500,2000
"2019-06-12 02:14:11.959",5592,"26915237206513945",16900,2500,4000
"2019-06-12 02:43:34.915",5061,"81941057206510777",19900,2000,3000
"2019-06-12 02:45:22.792",1706,"39722157206519010",11900,2500,1000
"2019-06-12 03:01:22.819",4563,"02828067206516700",8700,2500,4000
"2019-06-12 03:40:22.69",1416,"39622487206513074",23800,2500,2000
"2019-06-12 03:41:54.572",2747,"57541587206519022",31500,2500,4000
"2019-06-12 03:52:13.578",6545,"18533197206515492",11900,2500,2000
"2019-06-12 04:04:48.067",1416,"07088897206513588",23800,2500,0
"2019-06-12 04:18:47.376",12231,"97372708206519253",24000,2500,3000
"2019-06-12 05:42:32.159",8398,"36125758206510520",39300,2500,0
"2019-06-12 05:53:40.448",9212,"05402468206519976",18900,2500,4000
"2019-06-12 06:18:39.014",6539,"51091978206511454",14500,2500,4000
"2019-06-12 07:55:31.503",9250,"32513739206518568",33000,5000,3000
"2019-06-12 08:04:26.871",6435,"57866249206518705",35500,2500,2000
"2019-06-12 08:10:38.991",4287,"29983649206516178",79800,10000,4000
"2019-06-12 08:51:58.378",3565,"08381179206513886",35500,2500,3000
"2019-06-12 09:10:17.38",1664,"19371289206510672",41000,2500,0
"2019-06-12 09:22:43.523",1250,"62536989206510725",39000,2500,3000
"2019-06-12 09:32:47.557",5273,"85576599206519665",39000,2500,1000
"2019-06-12 09:52:36.617",4202,"82665700306517063",15000,2500,3000
"2019-06-12 09:53:47.003",3197,"50072800306511564",19000,2500,2000
"2019-06-12 10:01:58.222",1551,"52281310306512118",32500,2500,4000
"2019-06-12 10:07:42.185",5088,"98126610306516226",30000,5000,3000
"2019-06-12 10:09:32.188",10100,"19127710306514415",22500,2500,1000
"2019-06-12 10:10:31.758",2368,"16713810306510845",69300,0,3000
"2019-06-12 10:23:38.632",141,"93681620306516736",54000,2500,3000
"2019-06-12 10:36:32.205",7583,"60229330306514343",132000,2500,3000
"2019-06-12 10:45:51.825",5911,"92815930306518602",30400,2500,2000
"2019-06-12 10:51:27.023",4256,"14078240306512542",27000,2500,2000
"2019-06-12 11:45:45.97",3006,"17954570306510245",49000,2500,4000
"2019-06-12 11:47:49.88",10736,"29896670306510031",70000,5000,0
"2019-06-12 11:48:46.731",2392,"23762770306510058",12900,2000,2000
"2019-06-12 11:52:02.181",12436,"48122970306510393",46800,5000,4000
"2019-06-12 11:54:46.174",4309,"57168080306517733",53000,2500,1000
"2019-06-12 12:36:21.452",2709,"16418501306518167",18000,2500,2000
"2019-06-12 12:48:57.129",634,"03173311306513379",67700,2500,4000
"2019-06-12 12:50:17.405",7414,"60471411306513793",6500,2500,1000
"2019-06-12 12:55:44.747",1463,"94744711306511552",17900,2000,1000
"2019-06-12 13:23:39.478",184,"08491431306519814",30400,2500,1000
"2019-06-12 13:24:13.973",3058,"37935431306511706",19800,2000,4000
"2019-06-12 13:48:28.435",10745,"63480941306512557",43100,2500,2000
"2019-06-12 13:52:29.838",477,"05894151306514862",39500,2500,4000
"2019-06-12 13:53:53.132",8837,"33133251306510919",17500,2500,2000
"2019-06-12 13:59:35.456",2879,"75457551306514957",8500,2500,2000
"2019-06-12 14:00:04.793",8003,"49740651306511709",24000,2500,4000
"2019-06-12 14:07:19.946",7026,"74993061306513411",83400,0,3000
"2019-06-12 14:36:26.34",4076,"24368771306515663",15000,2500,1000
"2019-06-12 14:45:05.761",2561,"56750381306515468",17960,2000,4000
"2019-06-12 14:56:27.409",6635,"11478981306516810",31400,5000,3000
"2019-06-12 15:06:40.94",4019,"04900691306519016",16500,2500,1000
"2019-06-12 15:13:25.085",1402,"78050002306517481",9410,2000,4000
"2019-06-12 15:15:43.108",7147,"61134102306517297",28700,2500,3000
"2019-06-12 15:16:21.813",3376,"61818102306518177",53000,2500,3000
"2019-06-12 15:19:40.251",3120,"45208302306514235",24300,2500,0
"2019-06-12 15:21:27.25",10863,"15278402306515091",15000,2500,4000
"2019-06-12 15:26:33.38",12178,"38339702306513429",39200,2500,2000
"2019-06-12 15:28:09.066",4205,"96098802306515194",126000,0,4000
"2019-06-12 16:26:37.505",3826,"41579342306512594",23000,2500,500
"2019-06-12 16:30:16.129",5613,"53161642306517594",39100,2500,4000
"2019-06-12 16:45:41.351",9001,"45314552306515909",13000,2500,4000
"2019-06-12 16:55:47.148",7175,"15174162306513081",19500,2500,2000
"2019-06-12 17:03:18.204",9808,"50289562306515418",106400,2500,1000
"2019-06-12 17:17:13.24",7969,"44233472306513881",15900,2500,4000
"2019-06-12 17:19:05.751",7406,"45754572306518761",16500,2500,4000
"2019-06-12 17:22:39.677",9245,"08695772306511530",25400,2500,2000
"2019-06-12 18:06:18.973",11603,"67987303306517165",19000,2500,3000
"2019-06-12 18:09:22.391",7701,"49326503306515210",26300,2500,4000
"2019-06-12 18:12:37.507",5082,"01575703306516136",49500,5000,1000
"2019-06-12 18:18:24.39",4252,"49340113306515454",18400,2500,4000
"2019-06-12 18:31:06.284",1043,"99266813306511182",61000,2500,4000
"2019-06-12 18:48:54.232",5480,"33243923306519906",13000,2500,0
"2019-06-12 19:07:13.776",7981,"87733043306512301",39000,2500,1000
"2019-06-12 19:19:50.643",2531,"74609743306512825",6500,2500,4000
"2019-06-12 19:25:19.162",713,"46191153306511633",23500,7500,4000
"2019-06-12 19:42:11.332",11680,"43313163306518192",34500,5000,4000
"2019-06-12 19:44:39.004",8536,"70097263306510184",66300,2500,4000
"2019-06-12 19:45:24.621",11528,"32642363306516700",9900,2500,3000
"2019-06-12 19:48:12.812",10764,"41829463306516524",31000,2500,3000
"2019-06-12 20:07:17.601",12045,"40673673306516851",24800,3000,4000
"2019-06-12 20:11:01.993",7682,"59916873306518453",1500,2000,3500
"2019-06-12 20:25:19.098",1206,"99091783306518486",61300,2500,2000
"2019-06-12 20:25:48.025",4058,"82084783306511572",83000,0,4000
"2019-06-12 20:57:47.659",8071,"36676604306518503",8500,2500,4000
"2019-06-12 20:59:45.594",9879,"20658704306514981",1500,2500,4000
"2019-06-12 21:14:25.264",9764,"66256614306518990",25500,2500,1000
"2019-06-12 21:19:22.272",8273,"47226914306511957",49900,2500,3000
"2019-06-12 21:20:50.083",3473,"98005024306516377",13900,2500,1000
"2019-06-12 21:26:59.267",2409,"07291424306516051",19800,2500,4000
"2019-06-12 21:34:02.453",5847,"55424824306512313",50700,0,1000
"2019-06-12 21:35:33.092",10395,"39033924306511211",34000,2500,1000
"2019-06-12 21:50:40.024",3903,"04004834306518254",146500,0,0
"2019-06-12 22:14:32.293",11728,"59227254306515957",16900,2500,4000
"2019-06-12 22:23:34.235",2125,"63241854306518685",26000,2500,1000
"2019-06-12 22:25:04.478",9913,"08440954306512179",29300,2500,4000
"2019-06-12 22:27:29.579",8375,"08594064306514701",11500,2500,4000
"2019-06-12 22:32:19.109",564,"01193364306510171",39000,2500,1000
"2019-06-12 22:34:02.867",10288,"86824464306512009",81000,0,4000
"2019-06-12 22:39:03.366",3996,"86334764306519209",23000,2500,3000
"2019-06-12 22:39:21.294",5949,"59216764306510201",15000,2500,4000
"2019-06-12 22:42:12.657",965,"85623964306516597",36500,2500,3000
"2019-06-12 22:59:02.837",1275,"93824974306515854",19000,2500,4000
"2019-06-12 23:08:10.622",12224,"32609484306517864",13400,2500,4000
"2019-06-12 23:17:32.022",3865,"62025094306519295",34700,5000,3000
"2019-06-12 23:17:44.448",10997,"05446094306510124",23800,2000,4000
"2019-06-12 23:18:29.712",9868,"51790194306513703",64000,5000,3000
"2019-06-12 23:18:34.699",434,"20741194306516697",59700,5000,2000
"2019-06-12 23:30:09.466",5227,"96490894306514464",33500,2500,4000
"2019-06-12 23:49:44.839",10758,"24848905306510676",37000,5000,2000
"2019-06-12 23:55:42.928",2734,"13924315306519991",58200,5000,2000
"2019-06-12 23:57:31.388",5154,"19315415306512412",57700,5000,2000
"2019-06-12 23:58:56.018",2460,"02063515306518707",5900,2500,2000
"2019-06-12 23:59:48.284",10894,"68288515306512064",25500,2500,2000
"2019-06-13 00:25:54.049",8603,"05045135306518969",20400,5000,4000
"2019-06-13 00:32:08.702",955,"70782535306516926",16900,2500,3000
"2019-06-13 00:38:08.194",793,"59188835306518892",12350,2500,2000
"2019-06-13 00:43:51.603",91,"50613245306511664",63600,2500,4000
"2019-06-13 00:48:49.49",6597,"19492545306513421",37500,2500,0
"2019-06-13 00:49:54.204",5661,"80249545306519882",19800,2500,4000
"2019-06-13 01:03:43.511",8026,"21532455306514080",14500,2500,3000
"2019-06-13 01:04:57.773",261,"47779455306515050",9500,2500,1000
"2019-06-13 01:10:02.036",6705,"73020855306510507",9800,2500,3000
"2019-06-13 01:35:15.712",6507,"41751375306518752",45000,2500,2000
"2019-06-13 01:43:04.086",3075,"88048775306514482",17000,2500,4000
"2019-06-13 01:58:01.455",6926,"95418685306518698",25900,3000,4000
"2019-06-13 02:11:09.682",12264,"48696495306517187",53300,2500,3000
"2019-06-13 02:45:03.905",7909,"80930516306513323",29500,2500,2000
"2019-06-13 02:48:55.49",497,"19453716306511810",39900,2500,3000
"2019-06-13 02:49:46.621",248,"42668716306512291",6560,2000,4000
"2019-06-13 05:29:47.676",3001,"59678317306517861",35500,2500,1000
"2019-06-13 05:29:52.531",2609,"43529317306513241",36000,2500,0
"2019-06-13 06:58:54.6",7032,"30643767306513417",23000,2500,2000
"2019-06-13 07:17:38.188",6673,"19185877306512997",52100,2500,4000
"2019-06-13 07:28:07.116",2529,"02178487306517690",28100,2500,1000
"2019-06-13 08:57:07.819",7116,"22872838306511930",30000,2500,0
"2019-06-13 09:40:39.677",1406,"68693468306517478",6500,2500,1000
"2019-06-13 10:18:43.785",4287,"19732788306519112",67500,5000,0
"2019-06-13 10:47:08.506",186,"01582409306514740",51900,2500,0
"2019-06-13 10:51:40.337",11675,"04300709306515132",23900,2000,4000
"2019-06-13 10:53:47.264",928,"66272809306510613",28700,2500,4000
"2019-06-13 11:19:38.992",1592,"39987329306511660",235000,0,4000
"2019-06-13 11:31:47.672",4184,"18670139306510815",16500,2500,2000
"2019-06-13 11:34:39.362",2909,"56397239306519896",21900,2500,4000
"2019-06-13 11:48:22.305",11814,"60320149306518425",19000,2500,3000
"2019-06-13 11:53:48.586",9029,"19582449306518429",15500,2500,4000
"2019-06-13 12:02:33.013",928,"41035949306513965",28700,2500,0
"2019-06-13 12:32:38.683",3032,"48685769306519238",19900,2500,4000
"2019-06-13 12:33:01.837",8243,"93818769306512341",12400,5000,3000
"2019-06-13 12:40:10.342",3001,"64301279306518424",24000,2500,0
"2019-06-13 12:57:20.899",2810,"20904289306515489",12400,2500,3000
"2019-06-13 13:23:45.148",3063,"94152899306517178",81900,7500,1000
"2019-06-13 13:25:26.232",8831,"33262999306511627",26000,2500,4000
"2019-06-13 13:27:35.114",7724,"51155000406514331",17000,2500,2000
"2019-06-13 13:29:24.532",4231,"33546100406513706",67700,0,3000
"2019-06-13 13:44:16.022",1607,"52065010406512740",6500,2500,1000
"2019-06-13 14:45:49.354",1445,"55394740406517636",14500,2500,4000
"2019-06-13 14:56:53.752",8186,"65731450406517748",75600,7500,4000
"2019-06-13 14:56:56.802",6366,"30861450406514293",13000,2500,2000
"2019-06-13 15:10:00.942",152,"44900260406510102",27000,5000,1000
"2019-06-13 15:19:57.607",206,"80679760406519079",49600,2500,2000
"2019-06-13 15:29:51.866",12476,"76819370406515969",16000,2500,0
"2019-06-13 15:36:48.157",4865,"85180870406519751",11900,2500,3000
"2019-06-13 16:01:15.088",758,"19057290406517534",25800,5000,2000
"2019-06-13 16:10:01.632",10381,"33610890406511007",36500,2500,0
"2019-06-13 16:20:41.48",4575,"48414401406518284",16500,2500,3000
"2019-06-13 16:31:10.517",8947,"53507011406514561",22000,2500,3000
"2019-06-13 16:44:20.848",756,"94806811406514188",20000,2500,3000
"2019-06-13 16:57:30.723",22,"72705621406513978",50700,2500,4000
"2019-06-13 17:10:26.791",6305,"59762431406513037",27000,2500,3000
"2019-06-13 17:17:38.28",3603,"38285831406512324",29900,2500,2000
"2019-06-13 17:19:57.693",2101,"49679931406517681",10900,2500,4000
"2019-06-13 17:41:35.462",9158,"56459251406519226",9800,2500,2000
"2019-06-13 17:44:56.158",10210,"95169451406516044",16500,2500,2000
"2019-06-13 17:57:38.887",3964,"88885261406516795",26000,2500,1000
"2019-06-13 18:01:35.808",1395,"01859461406517251",34800,2500,3000
"2019-06-13 18:07:32.187",636,"19125861406512459",11500,2500,2000
"2019-06-13 18:12:45.82",4755,"12856171406513656",27000,2500,0
"2019-06-13 18:15:30.092",9328,"39003371406510391",47000,2500,2000
"2019-06-13 18:23:17.725",6839,"82779771406513908",16500,2500,1000
"2019-06-13 19:25:51.076",3124,"77015512406516733",43000,2500,4000
"2019-06-13 19:30:49.118",1227,"91194812406516363",19600,2500,4000
"2019-06-13 19:35:29.844",5627,"84892122406515467",26900,2500,4000
"2019-06-13 19:37:04.982",8108,"58942222406514247",6500,2500,3000
"2019-06-13 19:38:33.848",6461,"94831322406517047",58300,2500,4000
"2019-06-13 19:40:55.608",5041,"11655422406515779",41400,5000,4000
"2019-06-13 19:49:59.707",3695,"11799922406512933",38500,2500,4000
"2019-06-13 19:58:32.837",2296,"04821532406517167",11800,2500,3000
"2019-06-13 20:02:51.207",7257,"80217732406510308",87400,0,4000
"2019-06-13 20:18:45.674",92,"77652742406516959",42000,7500,1000
"2019-06-13 20:26:09.604",1965,"50696152406511552",21800,2000,3000
"2019-06-13 20:38:00.67",4629,"17608852406519874",13700,2500,0
"2019-06-13 20:41:58.733",5288,"35781162406518607",37500,2500,4000
"2019-06-13 20:46:19.653",11880,"45697362406514657",28000,2500,3000
"2019-06-13 20:49:38.143",3278,"44187562406516084",27000,2500,4000
"2019-06-13 20:55:19.334",1585,"53391962406517308",49400,5000,3000
"2019-06-13 20:56:07.006",8985,"51076962406516649",16400,4500,2000
"2019-06-13 21:05:37.374",4985,"57373572406513503",7600,2500,4000
"2019-06-13 21:30:49.095",1407,"69094092406515061",16500,2500,3000
"2019-06-13 21:33:16.95",3701,"35969192406512539",38500,2500,2000
"2019-06-13 21:46:56.569",2432,"07561003406512492",31800,2500,4000
"2019-06-13 21:48:54.682",159,"38643103406513690",14500,2500,3000
"2019-06-13 21:50:33.433",10506,"43433203406514432",52900,2500,4000
"2019-06-13 21:57:23.759",10913,"06734603406518552",39500,2500,2000
"2019-06-13 22:07:51.782",10031,"38717213406516706",24500,2500,0
"2019-06-13 22:10:49.513",11770,"41594413406512854",14400,2500,3000
"2019-06-13 22:12:40.517",3368,"81506513406515909",27000,2500,1500
"2019-06-13 22:25:56.813",10031,"41865323406516035",7500,2500,1000
"2019-06-13 22:27:47.796",6034,"79776423406512814",29000,2500,4000
"2019-06-13 22:52:56.714",7048,"51767933406513846",17700,2500,3000
"2019-06-13 23:01:16.534",4412,"53567443406514842",13800,2500,3000
"2019-06-13 23:08:29.044",279,"64090943406510473",32000,2500,2000
"2019-06-13 23:12:39.122",2552,"32195153406514967",16500,2500,3000
"2019-06-13 23:24:34.98",11658,"18947853406514297",38000,2500,1000
"2019-06-13 23:26:07.209",113,"01276953406517170",27000,2500,4000
"2019-06-13 23:26:21.924",11028,"52918953406516774",107000,0,3000
"2019-06-13 23:31:30.161",11058,"46109263406514608",23800,2500,3000
"2019-06-13 23:36:38.059",12315,"16089563406512767",8500,5000,4000
"2019-06-14 00:02:55.663",6822,"46657183406517776",80100,0,3000
"2019-06-14 00:03:07.708",4483,"01778183406510071",13000,2500,1000
"2019-06-14 00:23:18.776",7070,"88789393406511955",19800,2500,4000
"2019-06-14 00:23:56.793",6839,"49763493406515724",16500,2500,0
"2019-06-14 00:28:46.154",682,"55162793406515122",9800,2500,3000
"2019-06-14 00:46:27.589",4233,"62678704406516485",11800,2500,4000
"2019-06-14 00:47:02.572",5004,"67522804406517743",7000,2500,2000
"2019-06-14 00:57:08.166",5920,"76182414406518346",19900,2500,4000
"2019-06-14 01:00:07.873",2393,"47870614406516316",115100,0,4000
"2019-06-14 01:04:29.646",12195,"74696814406510302",37400,2500,4000
"2019-06-14 01:04:36.25",4675,"35267814406518097",22800,2500,2000
"2019-06-14 01:22:06.828",2812,"03862924406516621",6500,2500,4000
"2019-06-14 01:25:33.497",3009,"89433134406516026",33000,2500,3000
"2019-06-14 01:43:47.192",977,"49172244406517589",19000,2500,4000
"2019-06-14 01:51:40.397",5895,"89300744406518980",27500,2500,1000
"2019-06-14 02:02:13.47",6742,"37433354406512632",78500,0,4000
"2019-06-14 02:12:19.313",5603,"61393954406519445",35000,7500,4000
"2019-06-14 02:26:39.622",7938,"32699764406514741",18000,2500,2000
"2019-06-14 02:41:12.122",10802,"52127674406517798",54900,2500,1000
"2019-06-14 02:45:50.907",3258,"21905974406515910",27200,2500,4000
"2019-06-14 03:41:37.16",9256,"46179215406514196",42000,2500,3000
"2019-06-14 03:46:05.082",1375,"68056515406518102",42500,2500,3000
"2019-06-14 06:16:55.863",1167,"66851606406514238",19800,2500,3000
"2019-06-14 07:19:34.832",4442,"33847346406515510",39600,5000,1000
"2019-06-14 08:15:02.777",9206,"87720776406513970",36000,2500,3000
"2019-06-14 08:16:41.994",7210,"59910876406515180",15900,2500,1000
"2019-06-14 10:15:25.155",2350,"95152947406516067",19800,2500,3000
"2019-06-14 10:56:15.542",3492,"34557377406518521",9800,2500,2000
"2019-06-14 11:31:25.252",143,"55258497406518186",50000,2500,2000
"2019-06-14 11:38:30.85",10246,"35801997406510012",24000,2500,2000
"2019-06-14 11:40:34.042",11083,"44043008406516422",70400,0,3000
"2019-06-14 12:15:01.74",169,"24710128406512478",51600,0,2000
"2019-06-14 12:31:09.946",12476,"05996038406513948",39000,2500,0
"2019-06-14 12:42:19.723",1089,"72793738406511679",22900,2500,4000
"2019-06-14 13:13:27.513",4751,"61570658406518330",33500,2500,3000
"2019-06-14 13:16:09.301",2337,"40396758406515021",24000,2500,3000
"2019-06-14 13:57:42.086",7342,"98026288406511049",31400,2500,2000
"2019-06-14 14:14:05.763",2056,"46754298406514935",57900,4500,4000
"2019-06-14 14:35:17.303",8143,"60371509406512183",33800,2500,1000
"2019-06-14 14:35:45.68",6900,"18654509406513458",11000,2500,1000
"2019-06-14 14:39:56.697",9239,"89669709406516792",22000,2500,3000
"2019-06-14 14:49:50.804",5873,"70809319406510004",12200,2500,2000
"2019-06-14 14:59:32.341",8519,"24327919406512486",37500,2500,1000
"2019-06-14 15:00:23.019",4667,"02032029406512970",9300,2500,4000
"2019-06-14 15:02:18.44",8519,"14483129406511689",14500,2500,0
"2019-06-14 15:18:09.286",2934,"78298039406513440",17400,2500,1000
"2019-06-14 15:29:16.076",10219,"87065739406517864",63600,2500,3000
"2019-06-14 15:45:46.563",7024,"67564749406519813",51000,5000,1000
"2019-06-14 16:15:48.161",2440,"26184569406513724",56800,2500,4000
"2019-06-14 16:16:31.025",7068,"82019569406512867",21000,2500,2000
"2019-06-14 16:33:24.902",9165,"60940679406512604",42100,2500,4000
"2019-06-14 16:41:03.66",5814,"16636089406513478",27200,2500,1000
"2019-06-14 16:53:53.561",2120,"26533889406515848",23000,2500,4000
"2019-06-14 17:01:08.847",5796,"84886299406514716",21800,2500,4000
"2019-06-14 17:53:51.694",7072,"79613420506513693",19600,2500,3000
"2019-06-14 18:18:30.156",2944,"06101930506510623",70400,2500,4000
"2019-06-14 18:21:59.234",2794,"83291140506516288",24000,2500,2000
"2019-06-14 18:22:28.756",4088,"95784140506515966",17000,2500,0
"2019-06-14 18:33:33.955",9436,"85931840506512418",2000,2500,2000
"2019-06-14 18:39:31.357",11844,"06317150506519781",86100,2500,1000
"2019-06-14 18:43:19.602",61,"60699350506518896",11500,2500,3000
"2019-06-14 18:43:51.293",8286,"69213450506517271",37500,2500,2000
"2019-06-14 19:12:55.265",8737,"66257170506515766",36500,2500,2000
"2019-06-14 19:44:37.516",220,"02577090506511044",11500,2500,3000
"2019-06-14 19:57:20.019",5406,"22004890506516485",19800,2500,2000
"2019-06-14 19:57:21.668",2500,"17614890506515163",51830,0,3000
"2019-06-14 20:31:46.043",104,"64060911506516996",26000,2500,4000
"2019-06-14 20:47:34.706",1087,"80745821506512367",13000,2500,2000
"2019-06-14 21:03:54.579",1954,"28543831506519949",31000,2500,3000
"2019-06-14 21:04:20.641",7675,"24606831506514130",18000,2500,4000
"2019-06-14 21:21:48.355",177,"85380941506516459",44900,2500,4000
"2019-06-14 21:35:28.894",6528,"89882751506511321",65500,7500,1000
"2019-06-14 21:39:40.578",8009,"19508951506512524",42000,2500,2000
"2019-06-14 21:44:48.952",3389,"36988261506514121",22900,2000,3000
"2019-06-14 22:02:13.547",11308,"94533371506514748",33000,5000,4000
"2019-06-14 22:02:48.523",9890,"42586371506515995",9800,2500,4000
"2019-06-14 22:27:01.971",5250,"47912881506514853",5900,2500,4000
"2019-06-14 22:29:15.632",11219,"63655981506511286",77200,7500,2000
"2019-06-14 22:29:19.923",9367,"62995981506517722",1500,2000,3500
"2019-06-14 23:13:58.014",1500,"51083612506510127",60370,2500,3000
"2019-06-14 23:29:22.457",6912,"95426522506513942",13900,2500,4000
"2019-06-14 23:38:48.876",3690,"77882132506515652",24000,2500,1000
"2019-06-14 23:49:00.278",111,"08204732506516920",21000,2500,3000
"2019-06-14 23:57:55.562",5610,"36557242506519344",19800,2500,4000
"2019-06-15 00:01:50.506",565,"80501542506510594",6500,2500,1000
"2019-06-15 00:46:22.699",5068,"00728172506513101",18300,2500,4000
"2019-06-15 00:51:19.276",6419,"77297472506510408",45100,2500,4000
"2019-06-15 00:55:26.309",2024,"21362772506516783",178960,0,1000
"2019-06-15 01:01:05.669",8066,"17656082506514718",24500,2500,3000
"2019-06-15 01:01:30.198",6568,"99109082506516259",23800,2500,4000
"2019-06-15 01:04:05.326",12361,"72354282506519847",25900,2000,1000
"2019-06-15 01:25:14.129",5515,"13141592506515559",7000,2500,4000
"2019-06-15 01:45:01.77",5339,"07710703506510081",4900,2500,4000
"2019-06-15 01:46:57.681",9959,"88671803506519455",55000,2500,2500
"2019-06-15 01:55:21.781",1634,"38712313506518255",37500,5000,4000
"2019-06-15 02:05:21.409",9269,"01412913506517246",26000,2500,2000
"2019-06-15 02:25:53.84",595,"24835133506515872",13000,2500,3000
"2019-06-15 02:52:00.025",5030,"13002743506517901",22800,2500,3000
"2019-06-15 03:05:55.868",5520,"96855553506514715",109500,0,1000
"2019-06-15 04:15:53.583",3448,"58535793506519510",79800,5000,3000
"2019-06-15 05:02:30.865",3685,"77805524506512545",22260,2000,3000
"2019-06-15 07:19:18.703",12253,"11785705506513204",1000,2500,3500
"2019-06-15 09:28:48.385",5139,"98382585506514913",11800,2500,3000
"2019-06-15 10:00:06.427",10001,"92460406506513003",16500,2500,4000
"2019-06-15 10:45:06.766",9256,"08760136506516948",42750,2500,0
"2019-06-15 11:55:41.895",9113,"69814376506510077",29500,2500,4000
"2019-06-15 12:27:01.845",2733,"74812296506516825",17000,2500,2000
"2019-06-15 12:57:56.276",5787,"87267017506510403",22500,2500,4000
"2019-06-15 13:10:50.327",6946,"82305817506513657",35400,5000,1000
"2019-06-15 13:13:13.187",1529,"88139917506517515",33000,2500,4000
"2019-06-15 13:26:12.914",5183,"51927727506518202",89400,5000,1000
"2019-06-15 13:37:28.594",7949,"59584437506514741",38900,0,3000
"2019-06-15 13:59:07.692",8167,"39674747506518932",18000,2500,3000
"2019-06-15 14:28:06.557",1861,"85568467506514128",24400,2500,4000
"2019-06-15 14:42:53.736",7351,"83737377506513220",22000,2500,3000
"2019-06-15 14:49:25.797",1072,"89756777506516503",24800,5000,4000
"2019-06-15 15:00:25.358",698,"95352487506510352",40500,2500,4000
"2019-06-15 15:05:10.781",3603,"28701787506514702",15900,2500,0
"2019-06-15 15:54:51.602",9420,"30619618506512845",45400,5000,4000
"2019-06-15 16:14:25.722",4640,"32756828506510480",26000,2500,1000
"2019-06-15 16:16:18.594",1600,"59587928506515524",11800,2500,4000
"2019-06-15 16:42:27.05",3417,"15074548506515340",48200,5000,3000
"2019-06-15 17:13:00.682",1468,"38608368506515085",96100,0,1000
"2019-06-15 17:21:17.433",1702,"63477868506510394",19800,2500,2000
"2019-06-15 17:59:45.483",2078,"58458198506512221",19600,2500,3000
"2019-06-15 18:14:09.121",546,"32194009506514382",155000,2500,1000
"2019-06-15 18:22:41.961",1415,"46916509506511214",19600,2500,4000
"2019-06-15 18:25:50.746",10115,"45705709506514392",16500,2500,4000
"2019-06-15 18:58:45.447",11707,"94452729506510474",1500,2500,4000
"2019-06-15 19:03:54.169",9653,"27143039506510784",22000,2500,1000
"2019-06-15 19:12:34.675",5915,"87645539506510306",46800,2500,0
"2019-06-15 19:18:18.893",9259,"69889839506511559",46900,7500,1000
"2019-06-15 19:19:21.486",1127,"88416939506514590",21900,5000,4000
"2019-06-15 19:20:35.2",11488,"10253049506519587",19400,5000,4000
"2019-06-15 19:49:14.359",7577,"06345759506517505",13000,2500,2000
